CustomerID,Frequency,Monetary,Recency,TotalRevenue,TotalOrders,TotalItems,UniqueProducts,TenureDays,AvgOrderValue,AvgBasketSize,PurchaseFreqMonthly,CLV,MonthlySpendCV,FavouriteDay,FavouriteHourBin,WeekendShopperRatio,Country,R_Score,F_Score,M_Score,RFM_Score,RF_Score,RFM_Segment,Cluster,Cluster_Name
13758,11,20939.95,3,20939.95,11,605,11,333,1903.6318181818183,55.0,1.0055255255255255,22969.804612612614,0.8136025743948037,Friday,Afternoon,0.2727272727272727,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
13759,7,6174.89,7,6174.89,7,343,7,242,882.1271428571429,49.0,0.8804958677685951,9320.511649586779,1.010280133923176,Friday,Night,0.42857142857142855,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
13761,15,14219.84,33,14219.84,15,796,15,277,947.9893333333333,53.06666666666667,1.648375451263538,18751.708141516247,0.8676148345245931,Thursday,Evening,0.26666666666666666,United Kingdom,2,3,2,7,23,Loyal Customers,3,Hibernating
13762,16,19147.48,29,19147.48,16,897,16,261,1196.7175,56.0625,1.8660536398467433,26797.668560919537,1.0768349306821239,Saturday,Night,0.3125,United Kingdom,2,3,2,7,23,Loyal Customers,3,Hibernating
13768,10,11980.55,8,11980.55,10,680,10,250,1198.0549999999998,68.0,1.2176,17505.021215999997,0.9076545009307229,Friday,Evening,0.2,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
13772,22,23563.36,12,23563.36,22,1029,22,330,1071.0618181818181,46.77272727272727,2.029333333333333,26082.49739636363,0.9463444634021594,Friday,Afternoon,0.22727272727272727,United Kingdom,3,4,3,10,34,Champions,2,Potential Loyalists
13775,9,9527.72,2,9527.72,9,431,9,349,1058.6355555555556,47.888888888888886,0.7849856733524356,9972.164932951291,1.096631195532225,Wednesday,Night,0.0,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
13779,13,22312.15,40,22312.15,13,830,13,318,1716.319230769231,63.84615384615385,1.2444025157232705,25629.50362264151,0.8263027815460097,Sunday,Morning,0.38461538461538464,United Kingdom,1,2,3,6,12,At Risk,3,Hibernating
13780,16,19649.81,41,19649.81,16,922,16,296,1228.113125,57.625,1.6454054054054055,24248.927691891895,1.173719344158557,Wednesday,Evening,0.125,United Kingdom,1,3,3,7,13,At Risk,3,Hibernating
13782,10,15270.029999999999,9,15270.029999999999,10,506,10,316,1527.003,50.6,0.9632911392405064,17651.38151392405,0.8447474107369549,Friday,Night,0.1,United Kingdom,3,1,2,6,31,Potential Loyalists,3,Hibernating
13783,8,11833.220000000001,55,11833.220000000001,8,426,8,315,1479.1525000000001,53.25,0.7730793650793651,13722.02730666667,1.0391822154734114,Monday,Afternoon,0.375,United Kingdom,1,1,1,3,11,At Risk,3,Hibernating
13785,16,19448.71,21,19448.71,16,733,16,340,1215.544375,45.8125,1.4324705882352942,20894.778790588236,1.2718592125368013,Friday,Night,0.375,United Kingdom,2,3,3,8,23,Loyal Customers,3,Hibernating
13787,9,8401.65,49,8401.65,9,614,9,319,933.5166666666667,68.22222222222223,0.8588087774294672,9620.547686520378,0.9332701344194237,Monday,Night,0.2222222222222222,United Kingdom,1,1,1,3,11,At Risk,3,Hibernating
13791,8,6691.76,43,6691.76,8,295,8,330,836.47,36.875,0.7379393939393939,7407.169978181818,1.703985363661717,Tuesday,Evening,0.125,United Kingdom,1,1,1,3,11,At Risk,3,Hibernating
13792,8,7883.92,4,7883.92,8,411,8,283,985.49,51.375,0.8604946996466432,10176.107058657244,1.0092634015652961,Friday,Afternoon,0.5,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
13793,25,36609.3,78,36609.3,25,1456,25,271,1464.372,58.24,2.808118081180812,49345.553889298906,0.5671656868772815,Monday,Night,0.32,United Kingdom,1,4,4,9,14,Can't Lose Them,2,Potential Loyalists
13794,12,12006.61,8,12006.61,12,529,12,363,1000.5508333333333,44.083333333333336,1.0062809917355373,12082.02341818182,0.803529930259638,Friday,Morning,0.25,United Kingdom,4,2,1,7,42,Potential Loyalists,3,Hibernating
13797,11,11870.17,7,11870.17,11,674,11,363,1079.1063636363635,61.27272727272727,0.9224242424242425,11944.72643966942,1.137888402095832,Friday,Morning,0.2727272727272727,United Kingdom,4,2,1,7,42,Potential Loyalists,3,Hibernating
13800,13,21193.89,4,21193.89,13,728,13,367,1630.2992307692307,56.0,1.0782561307901908,21094.56168719346,0.7910583690801932,Friday,Night,0.46153846153846156,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
13802,13,14703.09,29,14703.09,13,749,13,339,1131.0069230769232,57.61538461538461,1.167315634218289,15842.904764601772,0.24496190336849352,Monday,Evening,0.0,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
13803,13,21629.35,37,21629.35,13,855,13,301,1663.7961538461536,65.76923076923077,1.31468438538206,26248.40188704319,0.6042458392715572,Wednesday,Night,0.15384615384615385,United Kingdom,2,2,3,7,22,Customers Needing Attention,3,Hibernating
13804,26,43347.74,12,43347.74,26,1407,26,357,1667.220769230769,54.11538461538461,2.216918767507003,44353.11615462185,0.6718184560333471,Saturday,Morning,0.34615384615384615,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
13805,14,33037.76,7,33037.76,14,1024,14,358,2359.84,73.14285714285714,1.190391061452514,33709.58930949721,0.9237181643039779,Friday,Morning,0.35714285714285715,United Kingdom,4,3,4,11,43,Champions,3,Hibernating
13807,8,6024.37,153,6024.37,8,380,8,201,753.04625,47.5,1.211542288557214,10948.168525373134,0.8669723169151361,Sunday,Evening,0.625,United Kingdom,1,1,1,3,11,At Risk,0,Champions
13808,9,14221.41,70,14221.41,9,515,9,290,1580.1566666666668,57.22222222222222,0.9446896551724138,17913.09187862069,1.0105658689592305,Monday,Afternoon,0.1111111111111111,United Kingdom,1,1,2,4,11,At Risk,0,Champions
13809,20,28377.74,56,28377.74,20,1054,20,248,1418.8870000000002,52.7,2.454838709677419,41797.66478709677,0.7407047209310118,Friday,Night,0.25,United Kingdom,1,4,4,9,14,Can't Lose Them,2,Potential Loyalists
13810,12,17462.54,1,17462.54,12,673,12,313,1455.2116666666668,56.083333333333336,1.1670287539936104,20379.28629776358,0.826355658421173,Saturday,Afternoon,0.5,United Kingdom,4,2,2,8,42,Potential Loyalists,3,Hibernating
13817,34,51808.78,26,51808.78,34,2079,34,345,1523.7876470588235,61.14705882352941,2.999884057971015,54854.23524173914,0.5824509706130276,Tuesday,Evening,0.23529411764705882,United Kingdom,2,4,4,10,24,Loyal Customers,1,At-Risk Customers
13818,12,21438.11,3,21438.11,12,822,12,345,1786.5091666666667,68.5,1.0587826086956522,22698.298031304348,0.6835876102600744,Tuesday,Afternoon,0.16666666666666666,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
13819,13,13804.12,3,13804.12,13,888,13,362,1061.8553846153848,68.3076923076923,1.0931491712707182,13929.196004419893,0.7383578086619196,Monday,Evening,0.15384615384615385,United Kingdom,4,2,1,7,42,Potential Loyalists,3,Hibernating
13820,19,37150.36,26,37150.36,19,1304,19,305,1955.282105263158,68.63157894736842,1.8962622950819674,44492.7327895082,0.6314869541690563,Tuesday,Evening,0.3684210526315789,United Kingdom,2,4,4,10,24,Loyal Customers,2,Potential Loyalists
13823,25,31728.09,9,31728.09,25,1363,25,337,1269.1236,54.52,2.2581602373887244,34390.61339821959,1.0162367475098115,Wednesday,Night,0.16,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
13824,16,15738.07,41,15738.07,16,757,16,303,983.629375,47.3125,1.6073927392739276,18972.944586138616,0.9515622441243811,Saturday,Night,0.3125,United Kingdom,1,3,2,6,13,At Risk,3,Hibernating
13825,11,18317.15,21,18317.15,11,578,11,344,1665.1954545454546,52.54545454545455,0.9733720930232558,19450.25741860465,1.1144614991292068,Friday,Morning,0.09090909090909091,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
13827,9,16959.22,17,16959.22,9,593,9,336,1884.357777777778,65.88888888888889,0.8153571428571429,18437.094885714287,1.0948270318736475,Friday,Afternoon,0.2222222222222222,United Kingdom,3,1,2,6,31,Potential Loyalists,3,Hibernating
13828,10,10245.87,62,10245.87,10,645,10,299,1024.587,64.5,1.0180602006688964,12517.09496187291,0.6263050925942217,Saturday,Night,0.6,United Kingdom,1,1,1,3,11,At Risk,0,Champions
13830,10,16532.04,62,16532.04,10,704,10,250,1653.2040000000002,70.4,1.2176,24155.294284800002,0.6952888858569827,Monday,Night,0.3,United Kingdom,1,1,2,4,11,At Risk,0,Champions
13834,6,10080.789999999999,80,10080.789999999999,6,374,6,260,1680.1316666666664,62.333333333333336,0.7024615384615385,14162.734504615384,0.879675150199106,Tuesday,Morning,0.16666666666666666,United Kingdom,1,1,1,3,11,At Risk,0,Champions
13835,19,30805.37,24,30805.37,19,1086,19,346,1621.3352631578946,57.1578947368421,1.6715606936416185,32521.923565317917,0.6400053784800749,Friday,Morning,0.2631578947368421,United Kingdom,2,4,4,10,24,Loyal Customers,2,Potential Loyalists
13837,7,11498.24,39,11498.24,7,415,7,331,1642.6057142857142,59.285714285714285,0.6437462235649547,12689.054704531722,0.9160976388658771,Sunday,Night,0.2857142857142857,United Kingdom,2,1,1,4,21,Customers Needing Attention,3,Hibernating
13838,11,18737.43,17,18737.43,11,686,11,239,1703.4027272727274,62.36363636363637,1.4010041841004186,28637.692177405865,0.44170462639131275,Thursday,Night,0.2727272727272727,United Kingdom,3,2,2,7,32,Potential Loyalists,3,Hibernating
13840,14,17819.24,34,17819.24,14,816,14,278,1272.8028571428572,58.285714285714285,1.5329496402877698,23413.712184172662,1.0846592980238947,Saturday,Afternoon,0.42857142857142855,United Kingdom,2,3,2,7,23,Loyal Customers,3,Hibernating
13844,6,21266.579999999998,80,21266.579999999998,6,688,6,277,3544.43,114.66666666666667,0.6593501805054152,28044.2467234657,1.6546047911831974,Friday,Afternoon,0.0,United Kingdom,1,1,3,5,11,At Risk,0,Champions
13847,20,27035.96,26,27035.96,20,1036,20,346,1351.798,51.8,1.7595375722543354,28542.472453179194,0.8082330988366251,Thursday,Morning,0.25,United Kingdom,2,4,3,9,24,Loyal Customers,2,Potential Loyalists
13848,29,45816.8,8,45816.8,29,1813,29,354,1579.889655172414,62.51724137931034,2.4936723163841807,47276.72515254238,0.9074483683448549,Tuesday,Morning,0.2413793103448276,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
13851,18,27527.22,10,27527.22,18,1359,18,360,1529.29,75.5,1.522,27930.95256,0.8700816251694707,Sunday,Afternoon,0.3888888888888889,United Kingdom,3,4,3,10,34,Champions,2,Potential Loyalists
13852,9,5831.64,2,5831.64,9,366,9,275,647.96,40.666666666666664,0.9962181818181819,7746.11439709091,0.9398601096224228,Sunday,Morning,0.5555555555555556,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
13854,13,24487.72,2,24487.72,13,979,13,284,1883.6707692307693,75.3076923076923,1.3933802816901408,31496.036484507043,0.823137149479143,Monday,Morning,0.23076923076923078,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
13856,34,53731.51,6,53731.51,34,1893,34,321,1580.3385294117647,55.6764705882353,3.2241744548286606,61143.44539813085,0.802890086185932,Friday,Evening,0.29411764705882354,United Kingdom,4,4,4,12,44,Champions,1,At-Risk Customers
13858,8,13823.82,6,13823.82,8,544,8,343,1727.9775,68.0,0.7099708454810496,14721.763759766764,1.0926271716960763,Monday,Night,0.375,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
13860,13,21841.100000000002,36,21841.100000000002,13,706,13,330,1680.0846153846155,54.30769230769231,1.199151515151515,24176.112145454546,1.2901657456347635,Tuesday,Morning,0.3076923076923077,United Kingdom,2,2,3,7,22,Customers Needing Attention,3,Hibernating
13861,13,26618.13,38,26618.13,13,850,13,322,2047.5484615384617,65.38461538461539,1.228944099378882,30195.871200000005,0.7764138691993971,Tuesday,Morning,0.23076923076923078,United Kingdom,2,2,3,7,22,Customers Needing Attention,3,Hibernating
13863,14,26960.51,2,26960.51,14,893,14,361,1925.7507142857141,63.785714285714285,1.1804986149584489,27280.152611634352,0.8999405263290511,Sunday,Evening,0.5714285714285714,United Kingdom,4,3,3,10,43,Champions,3,Hibernating
13889,11,9188.54,54,9188.54,11,458,11,297,835.3218181818182,41.63636363636363,1.1274074074074074,11300.976064646466,0.9339922736753924,Tuesday,Morning,0.2727272727272727,United Kingdom,1,2,1,4,12,At Risk,3,Hibernating
13890,6,8251.900000000001,29,8251.900000000001,6,359,6,249,1375.3166666666668,59.833333333333336,0.7334939759036145,12105.437879518075,0.6186675658230869,Monday,Night,0.16666666666666666,United Kingdom,2,1,1,4,21,Customers Needing Attention,3,Hibernating
13893,13,26797.0,55,26797.0,13,926,13,268,2061.3076923076924,71.23076923076923,1.4765671641791045,36523.91104477612,0.7105665090499536,Sunday,Night,0.46153846153846156,United Kingdom,1,2,3,6,12,At Risk,0,Champions
13900,13,17887.5,13,17887.5,13,747,13,336,1375.9615384615386,57.46153846153846,1.1777380952380954,19446.267857142862,0.7697615058244058,Friday,Evening,0.3076923076923077,United Kingdom,3,2,2,7,32,Potential Loyalists,3,Hibernating
13905,12,12258.39,17,12258.39,12,701,12,339,1021.5324999999999,58.416666666666664,1.0775221238938053,13208.686428318582,1.175384190407127,Saturday,Evening,0.4166666666666667,United Kingdom,3,2,1,6,32,Potential Loyalists,3,Hibernating
13908,12,12271.49,10,12271.49,12,591,12,354,1022.6241666666666,49.25,1.031864406779661,12662.51374915254,0.7815635890703023,Saturday,Night,0.3333333333333333,United Kingdom,3,2,1,6,32,Potential Loyalists,3,Hibernating
13914,12,16148.52,30,16148.52,12,771,12,255,1345.71,64.25,1.4324705882352942,23132.279943529415,0.9157715054151953,Wednesday,Night,0.3333333333333333,United Kingdom,2,2,2,6,22,Customers Needing Attention,3,Hibernating
13916,12,18163.59,18,18163.59,12,667,12,321,1513.6325,55.583333333333336,1.137943925233645,20669.14690093458,0.8158433742659313,Monday,Afternoon,0.3333333333333333,United Kingdom,3,2,2,7,32,Potential Loyalists,3,Hibernating
13917,16,16303.95,5,16303.95,16,979,16,308,1018.996875,61.1875,1.5812987012987012,19336.061220779222,0.6637516743813446,Thursday,Night,0.1875,United Kingdom,4,3,2,9,43,Champions,3,Hibernating
13918,29,46467.0,27,46467.0,29,1879,29,326,1602.3103448275863,64.79310344827586,2.707852760736196,52065.845889570555,0.8701830395876524,Saturday,Night,0.4482758620689655,United Kingdom,2,4,4,10,24,Loyal Customers,2,Potential Loyalists
13921,15,13994.69,30,13994.69,15,493,15,335,932.9793333333333,32.86666666666667,1.362985074626866,15259.642875223883,0.9300492563396806,Monday,Night,0.2,United Kingdom,2,3,2,7,23,Loyal Customers,3,Hibernating
13924,13,19602.43,2,19602.43,13,796,13,344,1507.8792307692308,61.23076923076923,1.1503488372093023,20815.0454372093,0.8621312750762775,Monday,Night,0.3076923076923077,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
13925,7,7555.200000000001,39,7555.200000000001,7,363,7,242,1079.314285714286,51.857142857142854,0.8804958677685951,11403.9812231405,0.6150754008839082,Monday,Evening,0.14285714285714285,United Kingdom,2,1,1,4,21,Customers Needing Attention,0,Champions
13930,22,38276.56,7,38276.56,22,1645,22,364,1739.8436363636363,74.77272727272727,1.8397802197802198,38411.15889230769,1.0869081593514867,Thursday,Morning,0.2727272727272727,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
13934,10,12599.24,7,12599.24,10,561,10,353,1259.924,56.1,0.8623229461756374,13037.536507648725,0.4353633668372833,Monday,Morning,0.0,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
13935,11,15243.630000000001,131,15243.630000000001,11,693,11,224,1385.7845454545457,63.0,1.4948214285714287,24858.005207142865,0.8512565471781914,Wednesday,Evening,0.36363636363636365,United Kingdom,1,2,2,5,12,At Risk,0,Champions
13936,16,27549.55,24,27549.55,16,994,16,336,1721.846875,62.125,1.4495238095238097,29950.296500000004,0.6205407883240177,Monday,Night,0.25,United Kingdom,2,3,3,8,23,Loyal Customers,3,Hibernating
13937,12,18273.77,49,18273.77,12,800,12,301,1522.8141666666668,66.66666666666667,1.2135548172757475,22176.22161328904,0.9989747792796393,Monday,Night,0.3333333333333333,United Kingdom,1,2,2,5,12,At Risk,3,Hibernating
13938,18,23377.73,5,23377.73,18,961,18,361,1298.7627777777777,53.388888888888886,1.5177839335180057,23654.895330747924,0.6560098950066093,Sunday,Afternoon,0.5,United Kingdom,4,4,3,11,44,Champions,3,Hibernating
13942,16,26591.510000000002,1,26591.510000000002,16,1104,16,310,1661.9693750000001,69.0,1.5710967741935484,31333.37668645162,0.7708755543424183,Thursday,Afternoon,0.1875,United Kingdom,4,3,3,10,43,Champions,2,Potential Loyalists
13944,8,17417.59,37,17417.59,8,667,8,181,2177.19875,83.375,1.345414364640884,35150.813675138124,0.6607779659803523,Wednesday,Morning,0.125,United Kingdom,2,1,2,5,21,Customers Needing Attention,0,Champions
13946,11,10269.76,15,10269.76,11,375,11,336,933.6145454545455,34.09090909090909,0.996547619047619,11164.696228571429,0.9166813723327568,Wednesday,Morning,0.09090909090909091,United Kingdom,3,2,1,6,32,Potential Loyalists,3,Hibernating
13948,10,19063.11,15,19063.11,10,744,10,345,1906.3110000000001,74.4,0.8823188405797102,20183.689335652176,0.6696405473573603,Wednesday,Night,0.0,United Kingdom,3,1,2,6,31,Potential Loyalists,3,Hibernating
13949,15,25619.93,8,25619.93,15,989,15,347,1707.9953333333333,65.93333333333334,1.3158501440922192,26969.590865706057,0.7191296797657308,Saturday,Morning,0.5333333333333333,United Kingdom,4,3,3,10,43,Champions,3,Hibernating
13951,14,20748.84,2,20748.84,14,733,14,358,1482.06,52.357142857142854,1.190391061452514,21170.771718435753,0.699430675900572,Sunday,Evening,0.2857142857142857,United Kingdom,4,3,3,10,43,Champions,3,Hibernating
13952,11,14713.0,14,14713.0,11,757,11,320,1337.5454545454545,68.81818181818181,1.046375,16794.8895,0.7949696534232837,Friday,Night,0.2727272727272727,United Kingdom,3,2,2,7,32,Potential Loyalists,3,Hibernating
13953,7,9928.24,6,9928.24,7,403,7,253,1418.32,57.57142857142857,0.842213438735178,14334.33797312253,0.7309104728161256,Sunday,Afternoon,0.42857142857142855,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
13954,17,31456.02,12,31456.02,17,1234,17,351,1850.354117647059,72.58823529411765,1.4743019943019944,32735.769189743594,0.6813834420680638,Monday,Afternoon,0.35294117647058826,United Kingdom,3,3,4,10,33,Champions,2,Potential Loyalists
13955,5,9933.580000000002,22,9933.580000000002,5,401,5,200,1986.7160000000003,80.2,0.761,18142.690512000005,0.5749030678215333,Thursday,Evening,0.2,United Kingdom,2,1,1,4,21,Customers Needing Attention,0,Champions
13958,13,24852.57,30,24852.57,13,827,13,342,1911.736153846154,63.61538461538461,1.157076023391813,26544.288800000002,0.9443077556443285,Friday,Morning,0.15384615384615385,United Kingdom,2,2,3,7,22,Customers Needing Attention,3,Hibernating
13960,12,18236.02,15,18236.02,12,789,12,339,1519.6683333333333,65.75,1.0775221238938053,19649.71500176991,0.701825369781141,Thursday,Afternoon,0.25,United Kingdom,3,2,2,7,32,Potential Loyalists,3,Hibernating
13964,23,33726.02,49,33726.02,23,1212,23,324,1466.3486956521738,52.69565217391305,2.1608641975308642,38022.96477037037,0.7601751301813072,Monday,Afternoon,0.34782608695652173,United Kingdom,1,4,4,9,14,Can't Lose Them,2,Potential Loyalists
13965,12,21134.01,1,21134.01,12,785,12,352,1761.1674999999998,65.41666666666667,1.0377272727272728,21931.33855909091,0.7556205596684673,Wednesday,Afternoon,0.25,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
13966,11,22629.829999999998,3,22629.829999999998,11,793,11,365,2057.2572727272727,72.0909090909091,0.9173698630136987,22647.189869589045,0.5763663633791821,Wednesday,Morning,0.18181818181818182,United Kingdom,4,2,3,9,42,Potential Loyalists,3,Hibernating
13971,14,16070.920000000002,8,16070.920000000002,14,761,14,353,1147.9228571428573,54.357142857142854,1.2072521246458925,16629.987698583573,1.1415337714356373,Saturday,Afternoon,0.35714285714285715,United Kingdom,4,3,2,9,43,Champions,3,Hibernating
13972,13,28006.34,4,28006.34,13,968,13,363,2154.333846153846,74.46153846153847,1.090137741046832,28182.247590082647,0.574009150112552,Tuesday,Morning,0.15384615384615385,United Kingdom,4,2,4,10,42,Potential Loyalists,3,Hibernating
13973,12,11471.4,35,11471.4,12,617,12,309,955.9499999999999,51.416666666666664,1.1821359223300971,13560.754019417476,0.6719058254890505,Saturday,Morning,0.3333333333333333,United Kingdom,2,2,1,5,22,Customers Needing Attention,3,Hibernating
13975,7,9956.800000000001,20,9956.800000000001,7,533,7,294,1422.4,76.14285714285714,0.7247619047619047,12370.815999999999,0.601094511729172,Saturday,Night,0.5714285714285714,United Kingdom,3,1,1,5,31,Potential Loyalists,3,Hibernating
13978,5,5215.1900000000005,97,5215.1900000000005,5,183,5,194,1043.038,36.6,0.7845360824742268,9819.61135670103,0.8909699412433467,Monday,Afternoon,0.2,United Kingdom,1,1,1,3,11,At Risk,0,Champions
13981,10,19622.47,9,19622.47,10,704,10,356,1962.247,70.4,0.8550561797752809,20133.977083146066,1.0707084877098236,Tuesday,Morning,0.2,United Kingdom,3,1,3,7,31,Potential Loyalists,3,Hibernating
13982,11,15882.43,121,15882.43,11,564,11,235,1443.8572727272729,51.27272727272727,1.4248510638297873,24687.378852765964,0.6600950385830765,Thursday,Night,0.18181818181818182,United Kingdom,1,2,2,5,12,At Risk,0,Champions
13983,11,13887.14,30,13887.14,11,635,11,214,1262.4672727272728,57.72727272727273,1.5646728971962618,23704.179902803742,0.5759124661157271,Friday,Morning,0.2727272727272727,United Kingdom,2,2,1,5,22,Customers Needing Attention,0,Champions
13989,15,18387.86,11,18387.86,15,834,15,346,1225.8573333333334,55.6,1.3196531791907515,19412.478326011562,1.0366397565149512,Sunday,Morning,0.4666666666666667,United Kingdom,3,3,2,8,33,Champions,3,Hibernating
13990,7,5525.049999999999,156,5525.049999999999,7,280,7,187,789.2928571428571,40.0,1.1394652406417112,10792.461304812832,1.6614908385235947,Friday,Evening,0.0,United Kingdom,1,1,1,3,11,At Risk,0,Champions
13993,26,34062.840000000004,25,34062.840000000004,26,1437,26,345,1310.1092307692309,55.26923076923077,2.2940289855072464,36065.14259478261,0.8635968623033022,Monday,Night,0.23076923076923078,United Kingdom,2,4,4,10,24,Loyal Customers,2,Potential Loyalists
13994,9,12541.72,4,12541.72,9,512,9,322,1393.5244444444443,56.888888888888886,0.850807453416149,14227.451806211178,0.5451291925039423,Saturday,Afternoon,0.5555555555555556,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
14001,9,15310.85,14,15310.85,9,523,9,352,1701.2055555555555,58.111111111111114,0.7782954545454546,15888.486613636363,1.4020798038734688,Wednesday,Night,0.3333333333333333,United Kingdom,3,1,2,6,31,Potential Loyalists,3,Hibernating
14002,5,9846.57,40,9846.57,5,350,5,158,1969.3139999999999,70.0,0.9632911392405064,22764.27271898734,0.5803236197547933,Monday,Evening,0.4,United Kingdom,1,1,1,3,11,At Risk,0,Champions
14005,28,38775.67,17,38775.67,28,1700,28,354,1384.845357142857,60.714285714285715,2.407683615819209,40011.23372203389,0.8707365271398684,Saturday,Evening,0.39285714285714285,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
14006,15,20024.010000000002,26,20024.010000000002,15,854,15,319,1334.9340000000002,56.93333333333333,1.4313479623824452,22929.06072978057,0.8928877133374494,Sunday,Morning,0.4666666666666667,United Kingdom,2,3,3,8,23,Loyal Customers,3,Hibernating
14008,9,17913.83,57,17913.83,9,465,9,287,1990.4255555555558,51.666666666666664,0.9545644599303137,22799.873945644606,1.7161994231108828,Tuesday,Morning,0.1111111111111111,United Kingdom,1,1,2,4,11,At Risk,3,Hibernating
14013,10,11881.57,50,11881.57,10,682,10,275,1188.157,68.2,1.106909090909091,15782.181416727273,1.2172844621123518,Monday,Afternoon,0.1,United Kingdom,1,1,1,3,11,At Risk,3,Hibernating
14014,13,16970.64,2,16970.64,13,999,13,361,1305.4338461538462,76.84615384615384,1.0961772853185596,17171.84315567867,0.7315389664110222,Thursday,Night,0.3076923076923077,United Kingdom,4,2,2,8,42,Potential Loyalists,3,Hibernating
14022,10,13142.880000000001,4,13142.880000000001,10,452,10,340,1314.288,45.2,0.8952941176470588,14120.091783529411,1.001716552792875,Friday,Morning,0.1,United Kingdom,4,1,1,6,41,Potential Loyalists,3,Hibernating
14023,21,44286.28,6,44286.28,21,1445,21,360,2108.870476190476,68.80952380952381,1.7756666666666667,44935.812106666664,1.0503772370818445,Saturday,Afternoon,0.38095238095238093,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
14024,6,10388.83,24,10388.83,6,346,6,174,1731.4716666666666,57.666666666666664,1.049655172413793,21809.37828965517,0.5306686014091425,Saturday,Morning,0.5,United Kingdom,2,1,1,4,21,Customers Needing Attention,0,Champions
14026,11,11907.2,31,11907.2,11,483,11,333,1082.4727272727273,43.90909090909091,1.0055255255255255,13061.447495495497,0.6694066738337063,Sunday,Morning,0.45454545454545453,United Kingdom,2,2,1,5,22,Customers Needing Attention,3,Hibernating
14029,14,12395.539999999999,2,12395.539999999999,14,820,14,352,885.3957142857142,58.57142857142857,1.2106818181818182,12863.189918181815,0.932951057775313,Sunday,Morning,0.5,United Kingdom,4,3,1,8,43,Champions,3,Hibernating
14033,9,6687.71,139,6687.71,9,485,9,206,743.0788888888889,53.888888888888886,1.3299029126213593,11858.673343689321,0.9257107636884202,Saturday,Morning,0.4444444444444444,United Kingdom,1,1,1,3,11,At Risk,0,Champions
14034,29,46062.75,4,46062.75,29,1762,29,363,1588.3706896551723,60.758620689655174,2.4318457300275487,46352.06975206612,0.4854931667012209,Sunday,Morning,0.3793103448275862,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
14036,24,32210.18,4,32210.18,24,1565,24,362,1342.0908333333334,65.20833333333333,2.018121546961326,32502.02914475138,0.780201726147429,Friday,Evening,0.20833333333333334,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
14038,10,21533.85,66,21533.85,10,662,10,294,2153.3849999999998,66.2,1.0353741496598639,26754.70995918367,0.9530309489207595,Monday,Evening,0.0,United Kingdom,1,1,3,5,11,At Risk,0,Champions
14040,16,21979.92,2,21979.92,16,1022,16,350,1373.745,63.875,1.3915428571428572,22939.500507428573,0.6184187054523433,Saturday,Afternoon,0.375,United Kingdom,4,3,3,10,43,Champions,3,Hibernating
14041,19,29454.88,7,29454.88,19,1008,19,348,1550.256842105263,53.05263157894737,1.6619540229885057,30917.467144827584,0.6706052237346215,Tuesday,Morning,0.21052631578947367,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
14042,19,28381.48,3,28381.48,19,942,19,359,1493.7621052631578,49.578947368421055,1.6110306406685238,28877.958257381615,0.9227497253337563,Saturday,Afternoon,0.3684210526315789,United Kingdom,4,4,4,12,44,Champions,2,Potential Loyalists
14044,27,35604.25,16,35604.25,27,1329,27,339,1318.6759259259259,49.22222222222222,2.424424778761062,38364.367079646014,0.6630859734710932,Wednesday,Night,0.25925925925925924,United Kingdom,3,4,4,11,34,Champions,2,Potential Loyalists
14046,13,11554.85,26,11554.85,13,538,13,290,888.8346153846154,41.38461538461539,1.364551724137931,14554.329682758622,0.46566817201382743,Sunday,Afternoon,0.5384615384615384,United Kingdom,2,2,1,5,22,Customers Needing Attention,3,Hibernating
